DOI,file_name,Study,Question,Column,Answer,OG_answer,Accurate?,Comments
10.1002/etc.3361,Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.txt,What test salinity was used in the exposure? Provide the salinity or state Not Reported.,Exposure Media Salinity,The salinity used in the exposure was not reported in the manuscript.[next_chunk]Not Reported.[next_chunk]The manuscript does not report the test salinity used in the exposure.[next_chunk]The manuscript does not report the test salinity used in the exposure.[next_chunk]Not Reported.,,Yes,
10.1002/etc.3361,Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.txt,"What is the species focused on in the study? Acceptable answers are the scientific species name or """"Not reported"""".",Species,Artemia nauplii and zebrafish (Danio rerio) were the species focused on in the study.[next_chunk]Artemia sp. and Danio rerio (zebrafish) were studied in the manuscript.[next_chunk]The species focused on in the study is Artemia nauplii and Danio rerio (zebrafish).[next_chunk]The species focused on in the study is zebrafish (Danio rerio).[next_chunk]Not reported.,Danio rerio,Yes,
10.1002/etc.3361,Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.txt,What test tempurature was used pu the exposure? Provide the tempurature or state Not Reported.,Exposure Media Tempurature,Not reported.[next_chunk]Not reported.[next_chunk]Not reported.[next_chunk]The temperature used in the exposure test was not reported in the excerpt.[next_chunk]Not Reported.,25,No,
10.1002/etc.3361,Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.txt,What test duration was used at the exposure? Provide the duration or state Not Reported.,Exposure Duration,The test duration used at the exposure was not reported in the excerpt.[next_chunk]Not Reported.[next_chunk]The test duration used at the exposure was not reported in the excerpt.[next_chunk]The test duration used at the exposure was not reported in the excerpt.[next_chunk]Not Reported.,14,No,
10.1002/etc.3361,Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.txt,Was the exposure chronic or acute? Acceptable answers are Chronic or Acute.,Acute/Chronic,"The manuscript does not provide clear information on whether the exposure was chronic or acute.[next_chunk]The manuscript describes both chronic and acute exposures to microplastics and associated pollutants.[next_chunk]The manuscript does not provide a clear answer to this question.[next_chunk]The exposure in the present study was chronic.[next_chunk]The exposure in our study was chronic, as the microplastic particles were continuously present in the aquatic environment for a period of 30 days.",Acute,No,
10.1002/etc.3361,Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.txt,How many treatment groups or doses were used for a given condition? Provide the number of groups.,Treatment Groups,"The manuscript does not provide information on the number of treatment groups or doses used for a given condition.[next_chunk]For the condition of trophic transfer of microplastics and associated POPs, there were six different groups: 2 negative controls, 2 positive water-borne BAP controls, 1 group fed with spiked 1-5 mm[next_chunk]The number of treatment groups or doses used for a given condition is not specified in the excerpt.[next_chunk]The manuscript does not provide a clear answer to this question as it describes multiple experiments with different treatment groups and doses. However, some examples of treatment groups and doses are provided, such as the feeding of microplastics with approximately 1.2[next_chunk]The number of treatment groups or doses used for a given condition varied depending on the specific experiment. However, all experiments included at least one control group and one or more treatment groups. The number of treatment groups ranged from 2 to 5,",1,No,
10.1002/etc.3361,Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.txt,How many times was the experiment replicated? Provide the number of times.,Replicates,"The manuscript does not provide information on the number of times the experiment was replicated.[next_chunk]The experiment was replicated 2 times for all groups, except for the hepatic erod assay which was replicated 2 times with 4 fish in each group.[next_chunk]The experiment was replicated in quadruplicate wells.[next_chunk]The manuscript does not provide a specific number of times the experiment was replicated.[next_chunk]The number of times the experiment was replicated is not provided in this excerpt.",2,Yes,
10.1002/etc.3361,Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.txt,How large was the sample size per replicate? Report the size.,Sample Size,"The manuscript does not provide information on the sample size per replicate.[next_chunk]The sample size per replicate varied depending on the experiment. For example, in the transfer of microplastics and associated POPs experiment, groups of 10 adult zebrafish were randomly allocated to different tanks, with 2 tanks for each[next_chunk]The manuscript does not provide a clear answer to this question. The methods section describes that """"individual fish were used as individual replica to analyze variances and statistical differences between treatment groups,"""" but it is not clear how many fish were used per replicate.[next_chunk]The sample size per replicate is not explicitly stated in the excerpt.[next_chunk]Unfortunately, the provided excerpt does not contain information on the sample size per replicate. Please provide more context or information from the manuscript for me to accurately answer this question.",4,No,
10.1002/etc.3361,Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.txt,How frequent were doses administered to the test organisms?,Dosing Frequency,"The manuscript does not provide information on the frequency of doses administered to the test organisms.[next_chunk]The manuscript does not provide a clear answer to this question. The text mentions different incubation times for the test organisms, such as 3 hours, 6 hours, overnight, 1 day, 7 days, and 14 days,[next_chunk]The manuscript does not provide a clear answer to this question. However, it mentions that artemia nauplii were exposed to microplastic particles for 24 hours, and zebrafish were fed with artemia naup[next_chunk]The manuscript does not provide a clear answer to this question. However, it mentions that zebrafish were exposed to microplastic particles spiked with benzo[a]pyrene (BAP) for a period of 2 weeks, and[next_chunk]The doses of microplastics were administered to the test organisms on a daily basis for a period of 21 days. The concentration of microplastics used in the study was determined based on previous literature and preliminary experiments to ensure that it was within",1,No,
10.1002/etc.3361,Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.txt,What was the dose administered to the organism? Provide the dose.,Dose,"The manuscript does not provide a specific dose administered to the organism. The study analyzed the transfer of microplastic particles and associated persistent organic pollutants (POPs) between different trophic levels in an artificial food chain with artemia sp.[next_chunk]The dose administered to the organism was 252 mg/l of benzo[a]pyrene (BAP) in the water for the positive control group, and 2.5 mg of 10-20 mm microplastic particles and [next_chunk]The excerpt does not provide a clear answer to this question as the dose administered to the organism varies depending on the specific experiment being described. The excerpt mentions different concentrations of microplastic particles and benzo[a]pyrene (BAP) being[next_chunk]The dose administered to the organism was approximately 1.2 x 10^6 microplastic particles per 20,000 artemia 1 mm to 5 mm, which were equivalent to 500 nmol benzo[a][next_chunk]The dose administered to the organism was 10 mg/L of microplastics in the exposure medium.",,,Not in old
